Year,job_title,experience_level,employment_type,salary,salary_currency,salary_in_usd,company_location,employee_residence,% Remote_work,company_size
2023,Data Engineer,Senior/Expert,Full-time,200000,USD,200000,US,US,100,Medium
2023,AI Developer,Senior/Expert,Full-time,260000,USD,260000,US,US,0,Medium
2023,AI Developer,Senior/Expert,Full-time,192000,USD,192000,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,272290,USD,272290,US,US,100,Medium
2023,Data Scientist,Senior/Expert,Full-time,169374,USD,169374,US,US,100,Medium
2023,Principal Data Scientist,Senior/Expert,Full-time,195000,USD,195000,US,US,100,Large
2023,Data Science Lead,Senior/Expert,Full-time,204500,USD,204500,US,US,0,Medium
2023,Data Science Lead,Senior/Expert,Full-time,142200,USD,142200,US,US,0,Medium
2023,Business Data Analyst,Mid/Intermediate,Full-time,17000,USD,17000,RU,AM,100,Large
2023,Data Engineer,Senior/Expert,Full-time,181500,USD,181500,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,112200,USD,112200,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,162000,USD,162000,US,US,0,Medium
2023,Machine Learning Researcher,Mid/Intermediate,Full-time,150000,USD,150000,US,US,100,Medium
2023,Machine Learning Researcher,Mid/Intermediate,Full-time,100000,USD,100000,US,US,100,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,250500,USD,250500,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,166600,USD,166600,US,US,0,Medium
2023,Head of Data,Executive/Director,Full-time,247500,USD,247500,US,US,0,Medium
2023,Head of Data,Executive/Director,Full-time,172200,USD,172200,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,247500,USD,247500,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,172200,USD,172200,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,223290,USD,223290,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,131310,USD,131310,US,US,0,Medium
2020,Staff Data Analyst,Entry/Junior,Contract,60000,CAD,44753,CA,CA,50,Large
2023,AI Engineer,Entry/Junior,Full-time,35000,USD,35000,DE,HR,100,Medium
2023,AI Developer,Senior/Expert,Full-time,50000,EUR,53984,IT,IT,100,Small
2023,Machine Learning Engineer,Senior/Expert,Full-time,226600,USD,226600,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,140100,USD,140100,US,US,0,Medium
2023,Machine Learning Scientist,Senior/Expert,Full-time,204500,USD,204500,CA,CA,0,Medium
2023,Machine Learning Scientist,Senior/Expert,Full-time,142200,USD,142200,CA,CA,0,Medium
2023,Research Scientist,Senior/Expert,Full-time,220000,USD,220000,US,US,0,Medium
2023,Research Scientist,Senior/Expert,Full-time,140000,USD,140000,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,204600,USD,204600,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,126500,USD,126500,US,US,0,Medium
2023,Research Analyst,Senior/Expert,Full-time,135960,USD,135960,US,US,0,Medium
2023,Research Analyst,Senior/Expert,Full-time,70960,USD,70960,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,128750,USD,128750,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,86250,USD,86250,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,90000,GBP,110736,GB,GB,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,75000,GBP,92280,GB,GB,0,Medium
2023,Data Analyst,Senior/Expert,Full-time,185100,USD,185100,US,US,100,Medium
2023,Data Analyst,Senior/Expert,Full-time,133300,USD,133300,US,US,100,Medium
2023,Research Engineer,Senior/Expert,Full-time,150000,USD,150000,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,75000,USD,75000,US,US,0,Medium
2023,AI Developer,Entry/Junior,Full-time,130000,USD,130000,US,US,100,Large
2023,Data Analyst,Entry/Junior,Full-time,1700000,INR,20673,IN,IN,50,Large
2023,Data Analyst,Senior/Expert,Full-time,60000,GBP,73824,GB,GB,0,Medium
2023,Data Analyst,Senior/Expert,Full-time,50000,GBP,61520,GB,GB,0,Medium
2023,ML Engineer,Mid/Intermediate,Full-time,85000,USD,85000,US,US,0,Medium
2023,Data Manager,Mid/Intermediate,Full-time,80000,USD,80000,US,US,0,Medium
2023,Data Manager,Mid/Intermediate,Full-time,70000,USD,70000,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,260000,USD,260000,US,US,0,Medium
2023,Data Manager,Senior/Expert,Full-time,105000,USD,105000,US,US,0,Medium
2023,Data Manager,Senior/Expert,Full-time,80000,USD,80000,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,150000,USD,150000,CA,CA,100,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,95000,USD,95000,CA,CA,100,Medium
2023,Data Engineer,Senior/Expert,Full-time,204750,USD,204750,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,153550,USD,153550,US,US,0,Medium
2023,Data Engineer,Mid/Intermediate,Full-time,150000,USD,150000,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,200000,USD,200000,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,141000,USD,141000,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,230000,USD,230000,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,175000,USD,175000,US,US,0,Medium
2023,Research Scientist,Senior/Expert,Full-time,120000,USD,120000,US,US,100,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,207611,USD,207611,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,127876,USD,127876,US,US,0,Medium
2023,Data Scientist,Mid/Intermediate,Full-time,170000,USD,170000,US,US,100,Medium
2023,Data Scientist,Mid/Intermediate,Full-time,144500,USD,144500,US,US,100,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,255360,USD,255360,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,212800,USD,212800,US,US,0,Medium
2023,Data Analyst,Senior/Expert,Full-time,106400,USD,106400,US,US,0,Medium
2023,Data Analyst,Senior/Expert,Full-time,81800,USD,81800,US,US,0,Medium
2023,Data Developer,Mid/Intermediate,Full-time,130000,USD,130000,US,US,100,Medium
2023,Data Developer,Mid/Intermediate,Full-time,69139,USD,69139,US,US,100,Medium
2023,Business Intelligence Analyst,Mid/Intermediate,Full-time,100631,USD,100631,CA,CA,0,Medium
2023,Business Intelligence Analyst,Mid/Intermediate,Full-time,80505,USD,80505,CA,CA,0,Medium
2023,Data Infrastructure Engineer,Senior/Expert,Full-time,300105,USD,300105,US,US,0,Medium
2023,Data Infrastructure Engineer,Senior/Expert,Full-time,151090,USD,151090,US,US,0,Medium
2023,Machine Learning Software Engineer,Mid/Intermediate,Full-time,217600,USD,217600,US,US,0,Medium
2023,Machine Learning Software Engineer,Mid/Intermediate,Full-time,145000,USD,145000,US,US,0,Medium
2023,Data Scientist,Mid/Intermediate,Full-time,65000,GBP,79976,GB,GB,100,Medium
2023,Data Scientist,Mid/Intermediate,Full-time,45000,GBP,55368,GB,GB,100,Medium
2023,Data Engineer,Senior/Expert,Full-time,129000,USD,129000,US,US,100,Medium
2023,Data Engineer,Senior/Expert,Full-time,110000,USD,110000,US,US,100,Medium
2023,Research Analyst,Senior/Expert,Full-time,185000,USD,185000,US,US,0,Medium
2023,Research Analyst,Senior/Expert,Full-time,50000,USD,50000,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,108000,USD,108000,US,US,0,Medium
2023,Data Analyst,Mid/Intermediate,Full-time,80000,USD,80000,US,US,0,Medium
2023,Data Analyst,Mid/Intermediate,Full-time,59500,USD,59500,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,173400,USD,173400,US,US,0,Medium
2023,Data Architect,Senior/Expert,Full-time,215000,USD,215000,US,US,100,Medium
2023,Data Architect,Senior/Expert,Full-time,153000,USD,153000,US,US,100,Medium
2023,Machine Learning Scientist,Senior/Expert,Full-time,171000,GBP,210398,GB,GB,0,Medium
2023,Machine Learning Scientist,Senior/Expert,Full-time,120000,GBP,147648,GB,GB,0,Medium
2023,Data Analyst,Senior/Expert,Full-time,105000,USD,105000,US,US,100,Medium
2023,Data Analyst,Senior/Expert,Full-time,75000,USD,75000,US,US,100,Medium
2023,Machine Learning Operations Engineer,Senior/Expert,Full-time,60000,USD,60000,US,TH,100,Large
2023,AI Scientist,Mid/Intermediate,Full-time,54000,USD,54000,KR,KR,0,Small
2023,Data Engineer,Senior/Expert,Full-time,202000,USD,202000,US,US,100,Medium
2023,Data Engineer,Senior/Expert,Full-time,132000,USD,132000,US,US,100,Medium
2023,Data Analyst,Mid/Intermediate,Full-time,60000,GBP,73824,GB,GB,0,Medium
2023,AI Research Engineer,Mid/Intermediate,Full-time,66000,GBP,81206,GB,GB,0,Medium
2023,Head of Machine Learning,Executive/Director,Full-time,330000,USD,330000,US,US,0,Medium
2023,Head of Machine Learning,Executive/Director,Full-time,188000,USD,188000,US,US,0,Medium
2023,BI Analyst,Mid/Intermediate,Full-time,140000,USD,140000,US,US,0,Medium
2023,BI Analyst,Mid/Intermediate,Full-time,110000,USD,110000,US,US,0,Medium
2023,Machine Learning Researcher,Senior/Expert,Full-time,190000,USD,190000,US,US,100,Medium
2023,Machine Learning Researcher,Senior/Expert,Full-time,170000,USD,170000,US,US,100,Medium
2023,Data Engineer,Senior/Expert,Full-time,180000,USD,180000,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,162000,USD,162000,US,US,0,Medium
2023,Research Analyst,Senior/Expert,Full-time,150000,USD,150000,US,US,0,Medium
2023,Research Analyst,Senior/Expert,Full-time,125000,USD,125000,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,105000,USD,105000,US,US,0,Medium
2023,Data Specialist,Mid/Intermediate,Full-time,90000,USD,90000,US,US,100,Medium
2023,Data Specialist,Mid/Intermediate,Full-time,73000,USD,73000,US,US,100,Medium
2023,Business Intelligence Analyst,Mid/Intermediate,Full-time,150000,USD,150000,US,US,100,Medium
2023,Business Intelligence Analyst,Mid/Intermediate,Full-time,135000,USD,135000,US,US,100,Medium
2023,Head of Data,Executive/Director,Full-time,329500,USD,329500,US,US,100,Medium
2023,Head of Data,Executive/Director,Full-time,269600,USD,269600,US,US,100,Medium
2023,Business Intelligence Engineer,Senior/Expert,Full-time,225000,USD,225000,US,US,0,Medium
2023,Business Intelligence Engineer,Senior/Expert,Full-time,156400,USD,156400,US,US,0,Medium
2023,Data Science Lead,Mid/Intermediate,Full-time,185900,USD,185900,US,US,0,Medium
2023,Data Science Lead,Mid/Intermediate,Full-time,129300,USD,129300,US,US,0,Medium
2023,Data Analyst,Mid/Intermediate,Full-time,80000,USD,80000,US,US,100,Medium
2023,Data Analyst,Mid/Intermediate,Full-time,70000,USD,70000,US,US,100,Medium
2023,Data Engineer,Mid/Intermediate,Full-time,146000,USD,146000,US,US,0,Medium
2023,Data Engineer,Mid/Intermediate,Full-time,97000,USD,97000,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,147100,USD,147100,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,90700,USD,90700,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,257000,USD,257000,US,US,100,Medium
2023,Data Scientist,Senior/Expert,Full-time,197000,USD,197000,US,US,100,Medium
2023,Business Intelligence Engineer,Senior/Expert,Full-time,120000,USD,120000,US,US,100,Medium
2023,Data Engineer,Senior/Expert,Full-time,84800,USD,84800,US,US,0,Medium
2023,Data Scientist,Mid/Intermediate,Full-time,110000,GBP,135344,GB,GB,0,Medium
2023,Data Scientist,Mid/Intermediate,Full-time,80000,GBP,98432,GB,GB,0,Medium
2023,Head of Data,Executive/Director,Full-time,200000,GBP,246080,GB,GB,0,Medium
2023,Head of Data,Executive/Director,Full-time,150000,GBP,184560,GB,GB,0,Medium
2023,Data Analyst,Mid/Intermediate,Full-time,49200,EUR,53120,EE,EE,0,Medium
2023,Data Analyst,Mid/Intermediate,Full-time,31200,EUR,33686,EE,EE,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,260000,USD,260000,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,225000,USD,225000,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,340000,USD,340000,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,212000,USD,212000,US,US,0,Medium
2023,Analytics Engineer,Senior/Expert,Full-time,213600,USD,213600,US,US,0,Medium
2023,Analytics Engineer,Senior/Expert,Full-time,142400,USD,142400,US,US,0,Medium
2023,ML Engineer,Mid/Intermediate,Full-time,125000,USD,125000,US,US,100,Medium
2023,ML Engineer,Mid/Intermediate,Full-time,85000,USD,85000,US,US,100,Medium
2023,Research Scientist,Senior/Expert,Full-time,303050,USD,303050,US,US,0,Medium
2023,Research Scientist,Senior/Expert,Full-time,202350,USD,202350,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,207900,USD,207900,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,158400,USD,158400,US,US,0,Medium
2023,Data Infrastructure Engineer,Senior/Expert,Full-time,385000,USD,385000,US,US,0,Medium
2023,Data Infrastructure Engineer,Senior/Expert,Full-time,200000,USD,200000,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,241300,USD,241300,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,211949,USD,211949,US,US,0,Medium
2023,Data Strategy Manager,Senior/Expert,Full-time,115000,USD,115000,US,US,100,Medium
2023,Data Strategy Manager,Senior/Expert,Full-time,90000,USD,90000,US,US,100,Medium
2023,Data Scientist,Mid/Intermediate,Full-time,172200,USD,172200,US,US,100,Medium
2023,Data Scientist,Mid/Intermediate,Full-time,131200,USD,131200,US,US,100,Medium
2023,Data Scientist,Entry/Junior,Full-time,105000,USD,105000,US,US,0,Medium
2023,Data Scientist,Entry/Junior,Full-time,70000,USD,70000,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,123800,USD,123800,US,US,100,Medium
2023,Data Scientist,Senior/Expert,Full-time,240000,USD,240000,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,142500,USD,142500,US,US,0,Medium
2023,Data Scientist,Entry/Junior,Full-time,150000,PLN,34924,PL,TR,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,330000,USD,330000,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,204000,USD,204000,US,US,0,Medium
2023,Machine Learning Engineer,Executive/Director,Full-time,180000,USD,180000,US,US,100,Medium
2023,Machine Learning Engineer,Executive/Director,Full-time,160000,USD,160000,US,US,100,Medium
2023,Business Intelligence Analyst,Senior/Expert,Full-time,193600,USD,193600,US,US,0,Medium
2023,Business Intelligence Analyst,Senior/Expert,Full-time,130838,USD,130838,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,225500,USD,225500,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,139400,USD,139400,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,328133,USD,328133,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,218755,USD,218755,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,250830,USD,250830,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,143370,USD,143370,US,US,0,Medium
2023,Analytics Engineer,Senior/Expert,Full-time,260000,USD,260000,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,203500,USD,203500,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,166500,USD,166500,US,US,0,Medium
2023,Data Analyst,Senior/Expert,Full-time,180400,USD,180400,US,US,0,Medium
2023,Data Analyst,Senior/Expert,Full-time,138800,USD,138800,US,US,0,Medium
2023,Research Analyst,Senior/Expert,Full-time,148350,USD,148350,US,US,0,Medium
2023,Research Analyst,Senior/Expert,Full-time,87400,USD,87400,US,US,0,Medium
2023,Data Science Consultant,Senior/Expert,Full-time,157550,USD,157550,US,US,0,Medium
2023,Data Science Consultant,Senior/Expert,Full-time,104650,USD,104650,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,139500,USD,139500,US,US,100,Medium
2023,Data Engineer,Senior/Expert,Full-time,118575,USD,118575,US,US,100,Medium
2023,Data Analyst,Senior/Expert,Full-time,129150,USD,129150,US,US,0,Medium
2023,Data Analyst,Senior/Expert,Full-time,98400,USD,98400,US,US,0,Medium
2023,Data Analyst,Senior/Expert,Full-time,192500,USD,192500,US,US,100,Medium
2023,Data Engineer,Mid/Intermediate,Full-time,55000,GBP,67672,GB,GB,100,Medium
2023,Business Intelligence Developer,Senior/Expert,Full-time,98010,USD,98010,US,US,0,Medium
2023,Business Intelligence Developer,Senior/Expert,Full-time,66825,USD,66825,US,US,0,Medium
2023,Data Analyst,Mid/Intermediate,Full-time,95000,USD,95000,US,US,100,Medium
2023,Data Science Manager,Senior/Expert,Full-time,190000,USD,190000,US,US,100,Medium
2023,Data Science Manager,Senior/Expert,Full-time,170000,USD,170000,US,US,100,Medium
2023,Machine Learning Engineer,Mid/Intermediate,Full-time,170000,USD,170000,US,US,0,Small
2023,Machine Learning Engineer,Mid/Intermediate,Full-time,120000,USD,120000,US,US,0,Small
2023,Data Analyst,Mid/Intermediate,Full-time,229000,USD,229000,US,US,0,Medium
2023,Data Analyst,Mid/Intermediate,Full-time,131000,USD,131000,US,US,0,Medium
2023,Data Architect,Senior/Expert,Full-time,85000,GBP,104584,GB,GB,0,Medium
2023,Data Architect,Senior/Expert,Full-time,75000,GBP,92280,GB,GB,0,Medium
2023,Data Analyst,Senior/Expert,Full-time,192000,USD,192000,US,US,100,Medium
2023,Data Analyst,Senior/Expert,Full-time,164000,USD,164000,US,US,100,Medium
2023,Data Scientist,Senior/Expert,Full-time,223800,USD,223800,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,172100,USD,172100,US,US,0,Medium
2023,Applied Scientist,Senior/Expert,Full-time,258800,USD,258800,US,US,0,Medium
2023,Applied Scientist,Senior/Expert,Full-time,199200,USD,199200,US,US,0,Medium
2023,Research Engineer,Senior/Expert,Full-time,185000,USD,185000,US,US,0,Medium
2023,Research Engineer,Senior/Expert,Full-time,148000,USD,148000,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,193600,USD,193600,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,119700,USD,119700,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,175750,USD,175750,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,136742,USD,136742,US,US,0,Medium
2023,Research Engineer,Mid/Intermediate,Full-time,257400,USD,257400,US,US,0,Medium
2023,Research Engineer,Mid/Intermediate,Full-time,193500,USD,193500,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,228856,USD,228856,US,US,100,Medium
2023,Data Scientist,Senior/Expert,Full-time,144540,USD,144540,US,US,100,Medium
2023,Data Architect,Senior/Expert,Full-time,170000,USD,170000,US,US,100,Medium
2023,Data Architect,Senior/Expert,Full-time,140000,USD,140000,US,US,100,Medium
2023,Data Scientist,Senior/Expert,Full-time,155000,USD,155000,US,US,100,Medium
2023,Data Scientist,Senior/Expert,Full-time,125000,USD,125000,US,US,100,Medium
2023,Data Engineer,Senior/Expert,Full-time,150600,USD,150600,US,US,100,Medium
2023,Data Engineer,Senior/Expert,Full-time,120500,USD,120500,US,US,100,Medium
2023,Data Scientist,Senior/Expert,Full-time,176000,USD,176000,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,152000,USD,152000,US,US,0,Medium
2023,Analytics Engineer,Senior/Expert,Full-time,200000,USD,200000,US,US,100,Large
2023,Data Strategist,Mid/Intermediate,Full-time,115500,USD,115500,US,US,0,Medium
2023,Data Strategist,Mid/Intermediate,Full-time,73500,USD,73500,US,US,0,Medium
2023,Data Engineer,Executive/Director,Full-time,110000,GBP,135344,GB,GB,0,Medium
2023,Data Engineer,Executive/Director,Full-time,80000,GBP,98432,GB,GB,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,225000,USD,225000,US,US,100,Medium
2023,Data Scientist,Senior/Expert,Full-time,172758,USD,172758,US,US,100,Medium
2023,Research Engineer,Mid/Intermediate,Full-time,70000,GBP,86128,GB,GB,100,Medium
2023,Research Engineer,Mid/Intermediate,Full-time,55000,GBP,67672,GB,GB,100,Medium
2023,Data Analyst,Mid/Intermediate,Full-time,110000,USD,110000,US,US,0,Medium
2023,Insight Analyst,Mid/Intermediate,Full-time,42000,GBP,51676,GB,GB,0,Medium
2023,Insight Analyst,Mid/Intermediate,Full-time,35000,GBP,43064,GB,GB,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,245000,USD,245000,US,US,100,Medium
2023,Data Engineer,Senior/Expert,Full-time,194992,USD,194992,US,US,100,Medium
2023,Data Scientist,Mid/Intermediate,Full-time,140000,USD,140000,US,US,0,Medium
2023,Data Scientist,Mid/Intermediate,Full-time,100000,USD,100000,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,213800,USD,213800,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,180300,USD,180300,US,US,0,Medium
2023,Director of Data Science,Executive/Director,Full-time,375500,USD,375500,US,US,100,Medium
2023,Director of Data Science,Executive/Director,Full-time,250300,USD,250300,US,US,100,Medium
2023,ML Engineer,Senior/Expert,Full-time,262269,USD,262269,US,US,100,Medium
2023,ML Engineer,Senior/Expert,Full-time,230797,USD,230797,US,US,100,Medium
2023,Data Engineer,Mid/Intermediate,Full-time,147100,USD,147100,US,US,0,Medium
2023,Data Engineer,Mid/Intermediate,Full-time,90700,USD,90700,US,US,0,Medium
2023,Machine Learning Infrastructure Engineer,Senior/Expert,Full-time,185000,USD,185000,US,US,0,Medium
2023,Machine Learning Infrastructure Engineer,Senior/Expert,Full-time,145000,USD,145000,US,US,0,Medium
2023,Data Analyst,Senior/Expert,Full-time,100000,GBP,123040,GB,GB,0,Medium
2023,Data Analyst,Senior/Expert,Full-time,75000,GBP,92280,GB,GB,0,Medium
2023,BI Developer,Senior/Expert,Full-time,80000,GBP,98432,GB,GB,0,Medium
2023,BI Developer,Senior/Expert,Full-time,50750,GBP,62442,GB,GB,0,Medium
2023,Data Scientist,Mid/Intermediate,Full-time,90000,USD,90000,US,US,100,Medium
2023,Data Analyst,Senior/Expert,Full-time,195000,USD,195000,US,US,100,Medium
2023,Data Analyst,Senior/Expert,Full-time,73500,USD,73500,US,US,100,Medium
2023,Data Infrastructure Engineer,Senior/Expert,Full-time,185000,USD,185000,US,US,0,Medium
2023,Data Infrastructure Engineer,Senior/Expert,Full-time,145000,USD,145000,US,US,0,Medium
2023,Machine Learning Infrastructure Engineer,Senior/Expert,Full-time,158900,USD,158900,US,US,100,Medium
2023,Machine Learning Infrastructure Engineer,Senior/Expert,Full-time,132400,USD,132400,US,US,100,Medium
2023,AI Engineer,Mid/Intermediate,Full-time,140000,USD,140000,US,US,100,Small
2023,Data Manager,Mid/Intermediate,Full-time,130000,USD,130000,US,US,0,Medium
2023,Data Manager,Mid/Intermediate,Full-time,100000,USD,100000,US,US,0,Medium
2023,Machine Learning Scientist,Senior/Expert,Full-time,163800,USD,163800,US,US,0,Medium
2023,Machine Learning Scientist,Senior/Expert,Full-time,126000,USD,126000,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,111967,USD,111967,US,US,100,Medium
2023,Data Engineer,Senior/Expert,Full-time,205600,USD,205600,US,US,0,Large
2023,Data Engineer,Senior/Expert,Full-time,105700,USD,105700,US,US,0,Large
2023,Data Analyst,Mid/Intermediate,Full-time,104000,USD,104000,US,US,0,Medium
2023,Data Analyst,Mid/Intermediate,Full-time,88000,USD,88000,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,216027,USD,216027,US,US,100,Medium
2023,Data Engineer,Senior/Expert,Full-time,101028,USD,101028,US,US,100,Medium
2023,Applied Scientist,Senior/Expert,Full-time,309400,USD,309400,US,US,0,Large
2023,Applied Scientist,Senior/Expert,Full-time,159100,USD,159100,US,US,0,Large
2023,Data Engineer,Senior/Expert,Full-time,174350,USD,174350,US,US,100,Medium
2023,Data Engineer,Senior/Expert,Full-time,126800,USD,126800,US,US,100,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,262000,USD,262000,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,186000,USD,186000,US,US,0,Medium
2023,Data Analyst,Senior/Expert,Full-time,129000,USD,129000,CA,CA,100,Medium
2023,Data Analyst,Senior/Expert,Full-time,95000,USD,95000,CA,CA,100,Medium
2023,Analytics Engineer,Senior/Expert,Full-time,175000,USD,175000,US,US,0,Medium
2023,Analytics Engineer,Senior/Expert,Full-time,120000,USD,120000,US,US,0,Medium
2023,Applied Data Scientist,Entry/Junior,Full-time,27500,EUR,29691,IT,IT,50,Large
2023,Data Analyst,Senior/Expert,Full-time,130000,USD,130000,US,US,100,Small
2023,Data Analyst,Senior/Expert,Full-time,105000,USD,105000,US,US,100,Small
2023,Machine Learning Engineer,Senior/Expert,Full-time,232200,USD,232200,US,US,0,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,119000,USD,119000,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,268000,USD,268000,US,US,0,Medium
2023,Data Analyst,Senior/Expert,Full-time,153300,USD,153300,US,US,100,Medium
2023,Data Analyst,Senior/Expert,Full-time,104244,USD,104244,US,US,100,Medium
2023,Data Scientist,Senior/Expert,Full-time,145000,USD,145000,US,US,100,Medium
2023,Data Scientist,Senior/Expert,Full-time,226000,USD,226000,US,US,100,Medium
2023,Data Analyst,Mid/Intermediate,Full-time,70000,USD,70000,US,US,0,Medium
2023,Data Science Practitioner,Senior/Expert,Full-time,198800,USD,198800,US,US,0,Medium
2023,Data Science Practitioner,Senior/Expert,Full-time,122600,USD,122600,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,181500,USD,181500,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,127000,USD,127000,US,US,0,Medium
2023,Machine Learning Researcher,Mid/Intermediate,Full-time,210000,USD,210000,US,US,0,Small
2023,AI Programmer,Senior/Expert,Full-time,120000,USD,120000,FR,CA,100,Medium
2023,ML Engineer,Senior/Expert,Full-time,385000,USD,385000,US,US,100,Medium
2023,ML Engineer,Senior/Expert,Full-time,245000,USD,245000,US,US,100,Medium
2023,AI Engineer,Mid/Intermediate,Full-time,225000,USD,225000,US,US,0,Medium
2023,AI Engineer,Mid/Intermediate,Full-time,175000,USD,175000,US,US,0,Medium
2023,Data Engineer,Senior/Expert,Full-time,148500,CAD,110019,CA,CA,100,Medium
2023,Data Engineer,Senior/Expert,Full-time,117000,CAD,86682,CA,CA,100,Medium
2023,Data Analyst,Senior/Expert,Full-time,131650,USD,131650,US,US,0,Medium
2023,Data Analyst,Senior/Expert,Full-time,105320,USD,105320,US,US,0,Medium
2023,Research Engineer,Senior/Expert,Full-time,210000,USD,210000,US,US,0,Medium
2023,Research Engineer,Senior/Expert,Full-time,151800,USD,151800,US,US,0,Medium
2023,Data Scientist,Senior/Expert,Full-time,147500,USD,147500,US,US,100,Medium
2023,Data Scientist,Senior/Expert,Full-time,112500,USD,112500,US,US,100,Medium
2023,Machine Learning Engineer,Senior/Expert,Full-time,163200,USD,163200,US,US,0,Medium
2023,Data Analyst,Senior/Expert,Full-time,134200,USD,134200,US,US,0,Medium
2023,Data Analyst,Senior/Expert,Full-time,103200,USD,103200,US,US,0,Medium
